	wt_1
Name=MIR26A2	3759
Name=MIR26B	1759
Name=MIR27A	6579
Name=MIR27B	1436
Name=MIR28	2748
Name=MIR29A	1865
Name=MIR296	1
Name=MIR299	0
Name=MIR29B1	42
Name=MIR29B2	44
Name=MIR29C	52
Name=MIR301A	291
Name=MIR302A	0
Name=MIR30A	27
Name=MIR30B	408
Name=MIR30C1	697
Name=MIR30C2	704
Name=MIR30D	2160
Name=MIR30E	5405
Name=MIR31	26
Name=MIR32	11
Name=MIR320A	610
Name=MIR33A	20
Name=MIR34A	15
Name=MIR34B	0
Name=MIR34C	0
Name=MIR7-1	9
Name=MIR7-2	1
Name=MIR7-3	9
Name=MIR9-1	61
Name=MIR9-2	72
Name=MIR92A1	11072
Name=MIR92A2	9199
Name=MIR93	1287
Name=MIR9-3	74
Name=MIR95	4
Name=MIR96	8
Name=MIR98	3374
Name=MIR99A	2
Name=MIR99B	1481
Name=TM4SF1	8
Name=EPCAM	0
Name=M6PR	3
Name=CAPRIN1	7
Name=NBR1	6
Name=FAM19A1	0
Name=LOC407835	7
Name=MIR17HG	12725
Name=TNFSF12-TNFSF13	0
Name=ARRB1	80
Name=C2orf27B	0
Name=NOMO3	2
Name=MAB21L1	0
Name=OVOS	0
Name=SPINK14	0
Name=MARCKS	2
Name=FNDC9	0
Name=MXD1	4
Name=MAD2L1	0
Name=SMAD1	0
Name=SMAD2	2
Name=SMAD3	6
Name=SMAD4	2
Name=ARRB2	18
Name=SMAD5	0
Name=SMAD6	1
Name=SMAD7	2
Name=SMAD9	7
Name=MAF	8
Name=MAFG	8
Name=MAG	0
Name=ASIC1	0
Name=ARSA	0
Name=MAGEA1	0
Name=MAGEA2	0
Name=MAGEA3	0
Name=MAGEA4	0
Name=MAGEA5	0
Name=MAGEA6	0
Name=MAGEA8	0
Name=MAGEA9	0
Name=MAGEA10	0
Name=ARSB	7
Name=MAGEA11	0
Name=MAGEA12	0
Name=MAGEB1	0
Name=MAGEB2	0
Name=MAGEB3	0
Name=MAGEB4	0
Name=MAGOH	0
Name=MAK	1
Name=MAL	0
Name=STS	6
Name=MAN1A1	1
Name=MAN2A2	1
Name=MAN2C1	1
Name=MAN2A1	2
Name=MAN2B1	6
Name=MANBA	1
Name=MAOA	0
Name=MAOB	1
Name=MAP1A	0
Name=MAP1B	2
Name=MAP2	4
Name=MAP4	12
Name=MAP6	0
Name=MAPT	1
Name=MARK1	4
Name=ARSD	2
Name=MARK3	3
Name=TBC1D3B	0
Name=TBC1D3C	0
Name=CCL3L3	5
Name=MARS	2
Name=ACBD7	0
Name=C10orf105	0
Name=C10orf62	0
Name=AGAP6	0
Name=CCNYL2	0
Name=CELF2-AS1	2
Name=ZNF32-AS1	0
Name=MAS1	0
Name=ZNF32-AS3	0
Name=ZNF32-AS2	0
Name=GLUD1P7	1
Name=CTGLF12P	0
Name=PRR26	0
Name=C10orf55	1
Name=FAM35BP	1
Name=LINC00595	0
Name=DNAJC9-AS1	1
Name=LINC00619	0
Name=MAT1A	0
Name=LOC414300	0
Name=DDI1	0
Name=COL5A1-AS1	0
Name=C9orf106	0
Name=LINC00587	0
Name=DEFB103A	0
Name=IDNK	0
Name=LCN10	0
Name=LINC00229	0
Name=MAT2A	4
Name=MATK	2
Name=MATN1	0
Name=MATN2	2
Name=HCG14	0
Name=BMS1P18	0
Name=HCG23	0
Name=HCG25	0
Name=HCG16	154
Name=HCG24	0
Name=HCG18	0
Name=HCG17	1
Name=MATN3	0
Name=BLID	0
Name=MAX	2
Name=DENND6B	1
Name=C8orf82	1
Name=LINC00593	0
Name=MGC34796	0
Name=ARSE	0
Name=MAZ	11
Name=CNTFR-AS1	0
Name=MB	0
Name=PIM3	5
Name=STX19	0
Name=MBD1	4
Name=MBL2	0
Name=MBNL1	4
Name=MBP	1
Name=MC1R	3
Name=MC2R	0
Name=MC3R	0
Name=ARSF	0
Name=MC4R	0
Name=MC5R	0
Name=MCAM	0
Name=MCC	0
Name=CHST6	0
Name=MCF2	0
Name=ART1	192
Name=MCL1	24
Name=MCM2	0
Name=MCM3	0
Name=MCM4	1
Name=MCM5	2
Name=MCM6	2
Name=MCM7	3763
Name=CD46	1
Name=SMCP	0
Name=ADAM11	0
Name=MDFI	0
Name=DNAJB9	0
Name=ART3	1
Name=MDH1	3
Name=MDH2	14
Name=MDK	0
Name=MDM2	1
Name=MDM4	107
Name=ME1	8
Name=ART4	0
Name=ME2	0
Name=MEA1	7
Name=MECP2	5
Name=MEF2A	5
Name=MEF2BNB-MEF2B	2
Name=MEF2C	0
Name=MEF2D	25
Name=ARVCF	1
Name=MEFV	0
Name=MEIS1	0
Name=MEIS2	1
Name=MEIS3P1	0
Name=MAP3K1	1
Name=MAP3K3	1
Name=MAP3K4	6
Name=MAP3K5	5
Name=RAB8A	3
Name=MEN1	0
Name=MEOX1	0
Name=MEOX2	0
Name=MEP1A	0
Name=MEP1B	0
Name=MEST	0
Name=MET	0
Name=METTL1	1
Name=MFAP1	1
Name=MFAP2	0
Name=MFAP3	0
Name=MFAP4	0
Name=MFGE8	5
Name=MFI2	0
Name=MFNG	1
Name=MGAT1	10
Name=SCGB2A1	0
Name=MGAT2	3
Name=MGAT3	0
Name=MGAT5	6
Name=SCGB2A2	0
Name=VCX3B	0
Name=CTAGE5	2
Name=KITLG	0
Name=MGMT	2
Name=MGP	0
Name=MGST1	0
Name=MGST2	3
Name=MGST3	3
Name=CIITA	1
Name=CD99	1
Name=ASAH1	5
Name=MICB	0
Name=MID1	3
Name=MIF	11
Name=CXCL9	0
Name=MIP	1
Name=MIPEP	0
Name=MITF	2
Name=ATXN3	1
Name=MKI67	1
Name=MKLN1	4
Name=ASCL1	0
Name=MLF1	0
Name=MLH1	3
Name=MAP3K9	0
Name=MAP3K10	3
Name=MLN	0
Name=MAP3K11	2
Name=KMT2A	1
Name=MLLT1	4
Name=AFF1	1
Name=ACHE	0
Name=ASCL2	0
Name=MLLT3	0
Name=MLLT4	0
Name=MLLT6	4
Name=FOXO4	0
Name=NR3C2	2
Name=TRPM1	0
Name=MME	0
Name=MMP1	784
Name=MMP2	1
Name=MMP3	78
Name=MMP7	7
Name=MMP8	64
Name=RGS21	1
Name=ASTL	0
Name=LHX8	0
Name=MMP9	57
Name=MMP10	17
Name=ASGR1	0
Name=MMP11	0
Name=MMP12	1
Name=MMP13	0
Name=MMP14	2
Name=ATP5EP2	1
Name=MMP15	0
Name=MMP16	1
Name=MMP17	0
Name=MMP19	1
Name=ALDH6A1	0
Name=ASGR2	0
Name=MN1	0
Name=MNAT1	0
Name=MNDA	1
Name=MNT	4
Name=MOBP	2
Name=MOCS1	0
Name=MOCS2	1
Name=ASIP	4
Name=MOG	0
Name=MOS	0
Name=MOV10	4
Name=CD200	0
Name=ASL	3
Name=MPG	9
Name=MPI	2
Name=MPL	0
Name=MPO	0
Name=MPP1	3
Name=MPP2	0
Name=MPP3	0
Name=MPST	1
Name=MPV17	3
Name=MPZ	2
Name=MRC1	1
Name=MRE11A	2
Name=ABCC1	2
Name=ASMT	0
Name=KLK14	0
Name=KLK12	0
Name=ASNA1	1
Name=KRTAP5-5	0
Name=LINC00615	0
Name=MXRA7	2
Name=LINC01555	0
Name=THAP7-AS1	1
Name=LOC439933	0
Name=LINC00575	0
Name=C5orf17	1
Name=FER1L6-AS1	0
Name=PRKCQ-AS1	0
Name=CELF2-AS2	0
Name=FAM35DP	0
Name=LINC00857	0
Name=LOC439994	0
Name=IFIT1B	2
Name=ASNS	0
Name=KRTAP5-2	0
Name=KRTAP5-6	0
Name=TMEM41B	2
Name=LOC440028	0
Name=DKFZp686K1684	26
Name=LOC440040	167
Name=TRIM51HP	0
Name=SLC22A20	0
Name=KRTAP5-7	0
Name=KRTAP5-11	0
Name=CASP1P2	0
Name=CARD17	0
Name=LINC00167	1
Name=IQSEC3	2
Name=ZNF705A	0
Name=FAM66C	76
Name=DDX12P	0
Name=SMCO3	0
Name=H3F3C	3
Name=DBX2	0
Name=FLJ12825	0
Name=TMEM198B	0
Name=PLEKHG7	0
Name=LOC440117	0
Name=FZD10-AS1	0
Name=LINC00544	0
Name=LINC00545	0
Name=ALG11	0
Name=MZT1	1
Name=OR11H12	0
Name=RNASE13	0
Name=LOC440173	0
Name=LINC00238	0
Name=CCDC88C	1
Name=CXADRP3	15
Name=NF1P2	0
Name=GOLGA6L22	0
Name=HERC2P9	1
Name=WHAMMP2	0
Name=GOLGA8B	0
Name=EIF2AK4	3
Name=CATSPER2P1	0
Name=UNC13C	2
Name=UBL7-AS1	0
Name=LOC440292	0
Name=GOLGA6L9	0
Name=DNM1P41	0
Name=LOC440300	0
Name=TTLL13P	0
Name=LOC440311	1
Name=SMIM22	0
Name=NPIPB4	2
Name=LOC440346	0
Name=NPIPB15	0
Name=SNX29P2	0
Name=SMG1P2	1
Name=CDIPT-AS1	0
Name=YBX3P1	0
Name=LOC440386	0
Name=CTRB2	0
Name=LOC440390	0
Name=RNASEK	0
Name=CCDC144NL-AS1	0
Name=TBC1D3P5	0
Name=SUZ12P1	3
Name=LOC440434	0
Name=GPR179	0
Name=LOC440446	0
Name=TBC1D3P2	0
Name=PLEKHM1P	1
Name=LOC440461	0
Name=BAIAP2-AS1	1
Name=ANKRD20A5P	0
Name=HSBP1L1	0
Name=PLIN5	0
Name=CLEC4GP1	0
Name=ZNF506	0
Name=GOLGA2P9	0
Name=ZNF724P	0
Name=PSG8	0
Name=LINC00982	0
Name=PRAMEF11	0
Name=PRAMEF6	0
Name=HNRNPCL2	3
Name=UQCRHL	3
Name=LOC440570	256
Name=MINOS1	2
Name=SLC2A1-AS1	1
Name=FAM183A	1
Name=ZYG11A	0
Name=FLJ31662	0
Name=LOC440600	0
Name=LOC440602	0
Name=BCL2L15	0
Name=NUDT4P1	1
Name=HIST2H2BF	1
Name=ETV3L	1
Name=LRRC52	0
Name=LOC440700	0
Name=LOC440704	47
Name=C1orf186	0
Name=TRIM67	7
Name=MAP1LC3C	0
Name=LOC440742	0
Name=LINC00851	0
Name=P2RX6P	0
Name=RIMBP3B	0
Name=PIWIL3	0
Name=MIAT	0
Name=SHISA8	0
Name=ODF3B	1
Name=CAPN14	0
Name=LOC440864	0
Name=LOC440867	0
Name=ACTR3BP2	0
Name=LINC01123	0
Name=LOC440895	0
Name=LOC440896	0
Name=LINC01191	17
Name=FAR2P1	0
Name=LOC440910	0
Name=POTEKP	0
Name=LINC01124	0
Name=H3F3AP4	0
Name=LOC440934	0
Name=THUMPD3-AS1	1
Name=EIF1B-AS1	2
Name=TMEM89	0
Name=IQCF6	0
Name=SMIM4	0
Name=LINC00971	0
Name=LOC440982	0
Name=LINC00969	0
Name=CPEB2-AS1	16
Name=MTHFD2L	1
Name=LOC441025	0
Name=TMEM150C	0
Name=GUSBP5	1
Name=LOC441052	0
Name=C4orf47	0
Name=MGC39584	4
Name=MARCH11	1
Name=FLJ31104	0
Name=LOC441081	0
Name=LOC441086	0
Name=LOC441087	0
Name=CRSP8P	1
Name=NR2F1-AS1	0
Name=LOC441098	0
Name=C5orf56	12
Name=FLJ16171	0
Name=LINC00266-3	0
Name=LOC441124	0
Name=C6orf226	0
Name=TMEM151B	0
Name=LOC441155	2
Name=OOEP	0
Name=FAM26F	0
Name=FLJ46906	13
Name=LINC00602	0
Name=LOC441178	0
Name=LOC441179	0
Name=RNF216P1	0
Name=PMS2CL	0
Name=LOC441204	1
Name=ZNRF2P1	0
Name=RP9P	0
Name=ZNF716	0
Name=LOC441239	0
Name=LOC441242	2
Name=TYW1B	0
Name=SPDYE7P	0
Name=DTX2P1-UPK3BP1-PMS2P11	0
Name=SPDYE3	0
Name=SPDYE2	0
Name=AKR1B15	0
Name=CTAGE15	0
Name=OR2A9P	0
Name=FLJ44511	0
Name=OR4F21	0
Name=FAM90A7P	0
Name=FAM90A10P	0
Name=FLJ39080	2
Name=FLJ46284	0
Name=FLJ42969	0
Name=AARD	1
Name=LRRC24	1
Name=LINC01239	2
Name=SUGT1P1	0
Name=ANKRD20A3	0
Name=ANKRD20A2	0
Name=AQP7P3	1
Name=SPATA31C1	0
Name=LOC441454	0
Name=LOC441455	0
Name=NUTM2G	0
Name=ANKRD18B	0
Name=STX17-AS1	0
Name=C9orf173	0
Name=NRARP	0
Name=FTH1P18	0
Name=CENPVP2	0
Name=LINC00891	4
Name=RPS26P11	0
Name=GLRA4	0
Name=FAM127C	0
Name=CT45A3	0
Name=CT45A5	0
Name=SPANXN4	0
Name=PGAM4	4
Name=CDNF	0
Name=FRG2B	0
Name=LOC441601	0
Name=OR5B3	0
Name=TSPAN11	0
Name=OR9K2	0
Name=LOC441666	0
Name=OR4Q3	0
Name=OR4M1	0
Name=TEX21P	0
Name=LOC441728	0
Name=PRKXP1	0
Name=WBP11P1	0
Name=TARM1	0
Name=ANKRD65	0
Name=PRAMEF7	0
Name=PRAMEF25	0
Name=PGCP1	0
Name=NBPF18P	0
Name=OR10J3	0
Name=BECN2	0
Name=OR2W5	0
Name=OR13G1	0
Name=ZFAS1	624
Name=LOC441956	0
Name=LOC442028	4
Name=SULT1C3	0
Name=EMC3-AS1	0
Name=GALNTL6	3
Name=LOC442132	26
Name=OR2B3	0
Name=OR2J3	0
Name=OR14J1	0
Name=OR10C1	0
Name=ATP6V0CP3	0
Name=PTCHD4	0
Name=SLC25A51P1	0
Name=GSTM2P1	0
Name=RFPL4B	0
Name=ZNF727	0
Name=OR2A2	0
Name=SDR16C6P	0
Name=PTGER4P2-CDK2AP2P2	0
Name=FOXB2	1
Name=LOC442427	0
Name=FAM47C	0
Name=UQCRBP1	0
Name=XRCC6P5	5
Name=SAGE4P	0
Name=LOC442497	0
Name=DPY19L2P4	0
Name=DPY19L2P3	0
Name=STAG3L3	0
Name=STAG3L2	1
Name=SPDYE5	0
Name=EIF3IP1	0
Name=LMOD2	0
Name=LOC442744	0
Name=MIR133B	0
Name=MIR135B	4
Name=MIR148B	753
Name=MIR151A	15
Name=MIR302B	0
Name=MIR302C	0
Name=MIR302D	0
Name=MIR323A	3
Name=MIR324	62
Name=MIR325	0
Name=MIR326	76
Name=MIR328	27
Name=MIR330	224
Name=MIR331	71
Name=MIR335	0
Name=MIR337	0
Name=MIR338	14
Name=MIR339	139
Name=MIR340	627
Name=MIR342	636
Name=MIR345	210
Name=MIR346	0
Name=MIR367	0
Name=MIR376C	0
Name=MIR369	2
Name=MIR370	0
Name=MIR371A	12
Name=MIR372	0
Name=MIR373	0
Name=MIR374A	132
Name=MIR196B	141
Name=ASPA	0
Name=MYO1B	1
Name=CITED1	0
Name=MSH2	4
Name=MSH3	1
Name=MSH4	0
Name=MSH5	4
Name=ASPH	1
Name=MSI1	1
Name=IGFL4	0
Name=ASS1	3
Name=ARHGEF35	0
Name=SULT1A4	1
Name=TRIM6-TRIM34	0
Name=CBWD3	1
Name=C9orf129	0
Name=POTEE	4
Name=PALM2-AKAP2	8
Name=MSMB	0
Name=MSN	270
Name=MSR1	1
Name=MSRA	19
Name=MST1	0
Name=MST1R	1
Name=MSX1	1
Name=MSX2	0
Name=FRG2	0
Name=KPRP	0
Name=LCE6A	0
Name=MT1A	0
Name=MT1B	2
Name=MT1E	3
Name=MT1F	0
Name=DEFA8P	0
Name=DEFA9P	0
Name=DEFA10P	0
Name=MT1G	9
Name=GGNBP1	0
Name=MT1H	0
Name=MT1JP	0
Name=MT1M	0
Name=MT1L	0
Name=MT1X	16
Name=MT2A	46
Name=MT3	0
Name=MTAP	1
Name=ATP6	6
Name=ATP8	7
Name=TRNC	37
Name=COX1	84
Name=COX2	145
Name=COX3	66
Name=MTCP1	0
Name=CYTB	56
Name=MTF1	4
Name=NUDT1	0
Name=MTHFD1	2
Name=MTHFR	1
Name=MTIF2	1
Name=MTM1	1
Name=ND1	100
Name=ND2	33
Name=ND3	11
Name=ND4	80
Name=ND4L	10
Name=ND5	87
Name=ND6	22
Name=MYO1F	8
Name=MTNR1A	1
Name=MTNR1B	0
Name=MTTP	0
Name=MTR	5
Name=RNR1	285
Name=RNR2	1905
Name=MTRR	1
Name=TRNA	56
Name=TRND	18
Name=TRNE	590
Name=TRNF	206
Name=TRNG	27
Name=TRNH	291
Name=TRNI	40
Name=TRNK	168
Name=TRNL1	349
Name=TRNL2	633
Name=TRNM	238
Name=TRNN	117
Name=TRNP	93
Name=TRNQ	1108
Name=TRNR	16
Name=TRNS1	21
Name=TRNS2	285
Name=TRNT	88
Name=TRNV	700
Name=TRNW	12
Name=TRNY	427
Name=MTX1	3
Name=MUC1	1
Name=MUC2	0
Name=MUC3A	0
Name=MUC4	0
Name=MUC5AC	0
Name=MUC6	0
Name=MUC7	0
Name=TRIM37	1
Name=MUSK	0
Name=MUT	0
Name=MUTYH	1
Name=MVD	1
Name=MVK	0
Name=MX1	0
Name=ASTN1	0
Name=MX2	9
Name=MXI1	1
Name=MYB	0
Name=MYBL1	2
Name=MYBPC1	2
Name=MYBL2	1
Name=MYBPC2	0
Name=MYBPC3	0
Name=MYBPH	1
Name=MYC	928
Name=MYCL	0
Name=MYCN	0
Name=MYD88	7
Name=GADD45B	1
Name=MYF5	0
Name=MYF6	0
Name=MYH1	0
Name=SERPINC1	0
Name=MYH2	0
Name=MYH3	0
Name=MYH4	0
Name=MYH6	0
Name=MYH7	0
Name=MYH8	0
Name=MYH9	40
Name=MYH10	13
Name=MYH11	0
Name=ZFHX3	4
Name=MYL1	0
Name=MYL2	1
Name=MYL3	0
Name=MYL4	0
Name=MYL5	0
Name=MYL6	24
Name=MYLK	2
Name=MYO1A	0
Name=MYO1C	1
Name=MYO1D	10
Name=MYO1E	0
Name=MYO5A	14
Name=MYO5B	6
Name=MYO6	2
Name=MYO7A	1
Name=MYO7B	0
Name=MYO9A	12
Name=MYO9B	35
Name=MYO10	1
Name=MYOC	2
Name=MYOD1	0
Name=MYOG	0
Name=PPP1R12A	0
Name=ATF1	2
Name=PPP1R12B	54
Name=MYT1	1
Name=NAB1	2
Name=NAB2	1
Name=NACA	2
Name=NAGA	0
Name=NAGLU	0
Name=ATF3	2
Name=HNRNPM	2
Name=NAIP	0
Name=NAP1L1	4
Name=NAP1L2	0
Name=NAP1L3	0
Name=NAP1L4	1
Name=NARS	7
Name=NASP	1
Name=ATF4	2
Name=CEACAM6	0
Name=NBL1	0
Name=NUBP1	0
Name=NBN	2
Name=NCAM1	3
Name=NCAM2	0
Name=NCBP1	500
Name=NCF2	14
Name=NCF4	1
Name=NCK1	0
Name=NCL	389
Name=NDN	0
Name=NDP	0
Name=NDUFA1	1
Name=NDUFA2	3
Name=NDUFA3	0
Name=NDUFA4	10
Name=NDUFA5	1
Name=ACLY	10
Name=NDUFA6	1
Name=NDUFA7	0
Name=NDUFA8	2
Name=NEB	1
Name=NDUFA9	1
Name=NDUFA10	1
Name=NDUFAB1	5
Name=NDUFB1	2
Name=NDUFB2	4
Name=NDUFB3	2
Name=ATIC	3
Name=NDUFB4	4
Name=NDUFB5	0
Name=NDUFB6	1
Name=NDUFB7	2
Name=NDUFB8	3
Name=NDUFB9	6
Name=NDUFB10	0
Name=NDUFC1	1
Name=NDUFC2	0
Name=NDUFS1	2
Name=ATM	12
Name=NDUFS2	5
Name=NDUFS3	2
Name=NDUFV1	4
Name=NDUFS4	1
Name=NDUFS5	6
Name=NDUFS6	1
Name=NDUFS8	2
Name=NDUFV2	3
Name=RERE	9
Name=NDUFV3	0
Name=DRG1	1
Name=NEDD4	0
Name=SEPT2	3
Name=RPL10A	21
Name=NEDD8	1
Name=NEDD9	2
Name=ATOH1	0
Name=NEFM	0
Name=LRRC37A2	4
Name=SUMO1P3	0
Name=SPIN2B	0
Name=GIMAP6	0
Name=LRRC18	1
Name=H2AFB2	0
Name=H2AFB1	0
Name=F8A2	0
Name=F8A3	1
Name=NEFH	0
Name=NELL1	93
Name=NEFL	156
Name=ATOX1	5
Name=NEK1	0
Name=NEK2	0
Name=NEK3	1
Name=NELL2	0
Name=NEO1	3
Name=NEU1	1
Name=NEU2	0
Name=ATP1A1	5
Name=NEUROD1	0
Name=NEUROD2	0
Name=NEUROG1	0
Name=NF1	8
Name=ATP1A2	0
Name=NF2	5
Name=NFATC1	1
Name=NFATC2	3
Name=NFIA	2
Name=NFATC3	6
Name=NFATC4	0
Name=NFE2	0
Name=NFE2L1	5
Name=ATP1A3	1
Name=NFE2L2	2
Name=NFIB	0
Name=NFIC	8
Name=NFIL3	2
Name=NFIX	1
Name=ATP12A	1
Name=NFKB1	1
Name=NFKB2	15
Name=NFKBIA	4
Name=NFKBIB	1
Name=NFKBIE	13
Name=NFKBIL1	0
Name=TONSL	1
Name=NFRKB	2
Name=NFX1	11
Name=ACO1	5
Name=ATP1A4	0
Name=NFYA	3
Name=NFYB	199
Name=NFYC	6104
Name=NGF	0
Name=NGFR	0
Name=NHLH1	42
Name=NHLH2	0
Name=NHP2L1	3
Name=ATP1B1	3
Name=NHS	1
Name=NID1	5
Name=NINJ1	11
Name=NINJ2	2
Name=NIT1	2
Name=NKG7	2
Name=ATP1B2	0
Name=NKTR	2
Name=NKX2-2	1
Name=NKX3-1	0
Name=NKX6-1	1
Name=NNAT	2
Name=NMB	0
Name=NMBR	0
Name=ATP1B3	9
Name=NME1	5
Name=NME2	7
Name=NME3	0
Name=NME4	2
Name=NQO2	3
Name=NMT1	16
Name=NNMT	0
Name=NODAL	0
Name=NOP2	0
Name=NONO	10
Name=NOS1	0
Name=NOS2	0
Name=NOS3	0
Name=CNOT2	3
Name=CNOT3	0
Name=CNOT4	1
Name=NOTCH1	7
Name=NPY	0
Name=NOTCH2	296
Name=NOTCH3	0
Name=NOTCH4	0
Name=NOV	0
Name=NOVA1	0
Name=NOVA2	0
Name=FXYD2	0
Name=PNP	6
Name=NPAS1	1
Name=NPAS2	1
Name=NPAT	0
Name=NPC1	13
Name=NPHP1	1
Name=NPHS1	0
Name=NPM1	1
Name=ATP2A1	0
Name=NPPA	0
Name=NPPB	0
Name=ATP2A2	6
Name=NPPC	0
Name=NPR1	0
Name=NPR2	3
Name=NPR3	0
Name=NPTX1	0
Name=NPTX2	0
Name=NPY1R	0
Name=NPY2R	0
Name=NPY6R	0
Name=NPY5R	0
Name=ATP2A3	1
Name=SLC11A2	2
Name=NRAP	0
Name=NRAS	8
Name=NRCAM	3
Name=NRD1	16
Name=NRF1	2
Name=ACR	0
Name=ATP2B1	2
Name=NRGN	0
Name=NRL	2
Name=NRTN	0
Name=YBX1	6
Name=NSF	7
Name=NT5E	3
Name=NTF3	0
Name=NTF4	0
Name=ATP2B2	116
Name=NTHL1	0
Name=NTRK1	1
Name=NTRK2	2
Name=NTRK3	0
Name=NTN3	0
Name=ROR1	6
Name=ATP2B3	1
Name=ROR2	1
Name=DDR2	5
Name=NTS	0
Name=NTSR1	3
Name=GEMIN8P4	0
Name=C8orf22	0
Name=IGIP	0
Name=NUCB1	2
Name=NUCB2	2
Name=NUMA1	5
Name=NUP88	1
Name=NUP98	1
Name=NR4A2	0
Name=ATP2B4	27
Name=NVL	8
Name=GPR143	0
Name=COA5	1
Name=LOC493754	2
Name=OAS1	11
Name=HCG11	1
Name=TRIM72	0
Name=CISD2	1
Name=CCDC73	3
Name=EID3	0
Name=GPX8	0
Name=OAS2	7
Name=TMEM9B-AS1	0
Name=RNASE12	0
Name=PHOSPHO2	0
Name=PAPPA-AS1	0
Name=OAS3	19
Name=RBMXL1	0
Name=SPANXN1	0
Name=SPANXN2	0
Name=LOC494127	0
Name=LOC494141	0
Name=CHAC2	0
Name=FBXO47	0
Name=SPANXN5	0
Name=OAT	5
Name=TBC1D25	0
Name=MIR361	218
Name=MIR375	1
Name=MIR376A1	0
Name=MIR377	1
Name=MIR378A	1879
Name=MIR379	1
Name=MIR380	0
Name=MIR381	2
Name=MIR382	0
Name=MIR383	0
Name=MIR384	0
Name=MIR422A	0
Name=MIR423	1206
Name=MIR424	262
Name=MIR425	1084
Name=RNF165	3
Name=DFNB59	2
Name=TYMSOS	0
Name=WEE2	1
Name=C9orf135-AS1	0
Name=OAZ1	15
Name=OAZ2	6
Name=OCA2	2
Name=ATP4A	0
Name=OCM2	0
Name=OCRL	6
Name=ODC1	9
Name=ODF1	0
Name=ODF2	1
Name=OMD	0
Name=ATP4B	0
Name=OGDH	8
Name=OGG1	3
Name=OGN	0
Name=KU-MEL-3	0
Name=FLJ25758	0
Name=TIFAB	1
Name=CLEC18B	0
Name=LOC497256	0
Name=BDNF-AS	9
Name=C18orf61	0
Name=OLR1	2
Name=OMG	0
Name=OMP	0
Name=OPA1	4
Name=LINC00293	0
Name=C18orf32	1
Name=OPCML	3
Name=ATP5A1	984
Name=TNFRSF11B	0
Name=OPHN1	37
Name=OPRD1	0
Name=ZBTB21	2
Name=SCAPER	6
Name=WRAP73	4
Name=OPRK1	0
Name=CRNN	0
Name=CLDN20	0
Name=OPRL1	0
Name=OPRM1	3
Name=SIX6	0
Name=OR1D2	0
Name=OR1F1	4117
Name=OR2C1	0
Name=OR3A1	0
Name=OR3A2	0
Name=ORC1	0
Name=ORC2	0
Name=ACO2	6
Name=ORC4	1
Name=ORC5	1
Name=SLC22A18	0
Name=SLC22A18AS	0
Name=ORM1	0
Name=ORM2	0
Name=OSBP	3
Name=OSM	1
Name=OTC	0
Name=ALDH7A1	1
Name=CLDN11	0
Name=OTX1	0
Name=OTX2	0
Name=OVGP1	0
Name=OVOL1	0
Name=OXA1L	2
Name=OXCT1	1
Name=OXT	0
Name=OXTR	0
Name=P2RX1	1
Name=P2RX3	0
Name=P2RX4	2
Name=P2RX5	0
Name=P2RX7	0
Name=P2RY1	0
Name=P2RY2	0
Name=P2RY4	0
Name=P2RY6	1
Name=P2RY11	2
Name=P4HA1	2
Name=P4HB	32
Name=MS4A13	0
Name=LINC00929	0
Name=A1BG-AS1	0
Name=SPRN	1
Name=RGMB-AS1	5
Name=ARGFX	1
Name=PA2G4	3
Name=DEFB107B	0
Name=DEFB104B	0
Name=DUXAP8	1
Name=DUXAP10	0
Name=ARGFXP2	0
Name=DPRXP4	0
Name=LOH12CR2	0
Name=PEBP1	3
Name=DPRX	7
Name=DUXA	0
Name=DEFB106B	0
Name=DEFB105B	0
Name=OR8U8	0
Name=OR8U9	0
Name=OR9G9	0
Name=PABPC3	2
Name=FURIN	11
Name=PCSK6	2
Name=PAEP	0
Name=PAFAH1B1	4
Name=RRM2B	0
Name=SMARCAL1	1
Name=G0S2	0
Name=PLA2G3	0
Name=MINK1	5
Name=CD207	0
Name=PAFAH1B2	2
Name=PAFAH1B3	1
Name=DUOX2	0
Name=NOX4	0
Name=NOX3	0
Name=COL5A3	1
Name=PAFAH2	1
Name=SYCP3	1
Name=PODXL2	7
Name=DEC1	11
Name=CHST11	4
Name=PRDX1	9
Name=PAH	0
Name=SERPINE1	18
Name=SERPINB2	97
Name=PAK1	3
Name=ATP5B	55
Name=IL20	0
Name=UBQLN3	0
Name=GALNT9	0
Name=IL21R	0
Name=IL22	0
Name=ATP6V0A4	1
Name=ITSN2	2
Name=DEF6	7
Name=PAK2	6
Name=CUZD1	0
Name=CYHR1	5
Name=GEMIN4	0
Name=PAK3	6
Name=CALY	0
Name=ANO7	83
Name=PALM	0
Name=PNPLA8	1
Name=ARHGEF4	1
Name=ARHGEF3	2
Name=SLC45A1	0
Name=PCA3	1
Name=PAM	8
Name=CNTN3	11
Name=NEUROG3	0
Name=REG3A	0
Name=PAPPA	1
Name=RDH8	0
Name=PARK2	5
Name=DCAF8	7
Name=PARN	0
Name=PAWR	0
Name=PAX1	0
Name=PAX2	2
Name=PAX3	4
Name=PAX4	0
Name=PAX5	1
Name=PAX6	0
Name=KCNK4	17
Name=MYEF2	0
Name=IRX4	2
Name=ASAP1	7
Name=AK3	0
Name=HP1BP3	1
Name=PAX7	0
Name=HDGFRP3	2
